drugbank_id,uniprot_id,interaction
DB09128,P35348,1
DB03558,P37288,0
DB01280,P35367,0
DB08690,P00156,1
DB02984,Q16539,1
DB01576,Q9HBH1,0
DB13873,Q9NPA2,1
DB07556,Q16790,1
DB07242,P13817,0
DB02843,P19926,1
DB08846,Q14534,1
DB00686,P08620,1
DB07669,P17412,1
DB04395,P0A6I3,1
DB08723,P62593,0
DB00945,P24385,1
DB07374,P62750,1
DB18011,Q93UV9,0
DB07249,P14061,0
DB01207,Q02127,0
DB05964,P31645,1
DB12010,O66529,0
DB08515,P05020,0
DB13994,Q06187,0
DB15822,P0AFI5,0
DB16447,P04637,1
DB09065,P08684,1
DB02379,P01574,1
DB11741,P01375,0
DB06855,P00749,1
DB01142,P31645,1
DB01325,P00915,1
DB04847,Q9H6Z9,1
DB01248,P10415,1
DB00545,P00742,1
DB04156,Q9GZU7,1
DB07375,P01859,1
DB05389,P00918,0
DB00545,P22303,1
DB08266,P68133,0
DB00384,P32170,0
DB00813,P09960,0
DB02496,P03372,0
DB00797,P25021,1
DB01075,P35372,0
DB02118,P08908,0
DB02964,Q8N1Q1,0
DB00157,Q02338,1
DB17059,Q07820,1
DB00120,P14416,0
DB02038,P20309,0
DB01427,P21554,0
DB07352,P14061,1
DB07688,P43487,0
DB00218,P30542,0
DB04335,P20309,0
DB00157,P49821,1
DB00425,P21917,0
DB06775,P31327,1
DB12004,P24385,1
DB03619,P09211,1
DB00860,P04049,0
DB02659,P09669,1
DB12808,P13631,1
DB12440,Q9H244,0
DB04566,P14416,0
DB02138,P36544,0
DB04829,P18825,0
DB01987,P23219,0
DB08628,P0A953,1
DB08009,P00148,0
DB01888,P24941,1
DB00255,P30542,0
DB01496,P48169,1
DB00543,P08908,1
DB01640,P43116,0
DB00934,P23975,1
DB12010,Q13163,1
DB02546,Q9BY41,1
DB13495,P21554,1
DB02469,P09467,0
DB15266,P10398,1
DB08770,P29274,1
DB11093,P77967,0
DB04272,P11474,0
DB00682,O75469,1
DB04746,Q6A8X5,1
DB07476,Q16790,1
DB19218,P03372,1
DB04896,P31645,1
DB06694,P18089,1
DB01735,Q00740,1
DB03709,P9WIQ1,1
DB07534,P35348,0
DB04286,Q07869,0
DB02778,P15555,0
DB00727,P08908,0
DB08185,P62661,1
DB00712,P11229,0
DB00716,Q9Y271,1
DB00513,P00750,1
DB00157,P03901,1
DB03433,P97084,1
DB02595,P0AGC3,1
DB04522,P08913,0
DB03176,P10828,1
DB01233,P14416,1
DB06983,P14324,0
DB06595,P17252,1
DB01019,P08173,1
DB01254,P06239,1
DB06777,Q96RI1,1
DB01392,P08913,1
DB01483,P34903,1
DB12328,P62136,1
DB00127,O75469,0
DB11752,P53779,0
DB19283,P35354,1
DB00716,P21462,1
DB02308,P15043,0
DB01640,P41145,0
DB00795,P0AC13,0
DB13951,P03372,1
DB00320,Q26966,0
DB02329,P28845,1
DB03877,P04746,0
DB02158,P0AF12,1
DB05814,P62942,1
DB01737,P07550,0
DB08139,P31677,0
DB01175,P35367,1
DB09421,P34981,1
DB12876,Q9R5V5,0
DB03382,P9WG35,1
DB03023,P07948,1
DB08242,P03372,0
DB01077,P17538,0
DB06998,P0A988,1
DB01643,P03007,1
DB03147,P35340,1
DB02884,P08172,0
DB03461,P42330,1
DB04318,P35354,0
DB02260,P20309,0
DB00400,P31025,0
DB04115,P0A0N5,1
DB02467,Q79G13,1
DB00292,P02768,0
DB01321,P44345,1
DB08315,P12461,0
DB00940,Q9UDX4,0
DB14487,P13647,1
DB02379,Q9UQM7,0
DB00384,P51170,1
DB07763,O14957,1
DB09409,P28482,0
DB02084,P07477,1
DB04396,Q9UKG9,0
DB04440,P00813,1
DB14973,P53779,0
DB14481,P25098,0
DB04799,P08173,0
DB14538,P00734,0
DB04008,Q92753,0
DB01414,Q4U2R8,0
DB08001,P18031,1
DB00321,P23219,0
DB01016,P03372,0
DB04462,P06129,0
DB03147,Q96KS0,0
DB00368,P54219,1
DB14487,O31410,0
DB13262,P08173,1
DB03147,Q9LAG2,1
DB00280,Q9UK17,1
DB01019,P20309,1
DB06148,P28335,1
DB01591,P11229,1
DB00408,P08588,1
DB12463,Q8WW43,1
DB08505,P35348,0
DB09555,P35367,1
DB06931,P06276,0
DB08690,P69054,1
DB06977,Q00169,0
DB02401,Q27743,1
DB11958,Q9HBH1,0
DB01992,P07550,0
DB00611,P35372,1
DB04460,Q01234,0
DB09215,P23219,1
DB01044,Q16678,0
DB12695,O43399,1
DB01992,P07097,1
DB00774,P22513,0
DB01097,Q02127,1
DB08407,P59998,0
DB00300,P53778,0
DB00205,P08253,0
DB01113,P30520,0
DB12058,Q01201,1
DB02051,P00156,0
DB13550,P28845,0
DB06408,P20839,1
DB12046,Q05315,0
DB16875,P0A927,0
DB00457,Q16602,0
DB06869,P00734,1
DB07234,P49137,1
DB08231,P62330,1
DB03847,P00742,1
DB05266,P09917,0
DB04395,P0AEJ4,1
DB02822,P11229,0
DB03615,P41143,0
DB03182,O75390,1
DB16623,P18825,1
DB00477,P17405,1
DB03468,P08913,1
DB03073,P03952,0
DB12010,Q04771,1
DB02594,P27707,1
DB04884,P22303,0
DB11674,P04278,1
DB00171,Q96Q40,1
DB04015,P13631,0
DB17059,P0AD68,0
DB03109,Q13231,1
DB00535,P20645,0
DB03222,P14900,0
DB01594,P14867,1
DB04711,P02768,1
DB08558,O25927,1
DB08237,Q9ULY5,0
DB08505,Q70I53,1
DB15949,Q9NSA0,0
DB01328,Q6UWM7,0
DB06835,P15086,1
DB14488,Q16539,0
DB03389,Q8GJ44,1
DB06856,P00749,1
DB01384,P08185,1
DB04459,P08246,1
DB04132,P16220,0
DB01050,Q07869,1
DB00849,P34903,1
DB07049,P03372,0
DB01209,P35372,1
DB00573,P04049,0
DB12476,P50406,0
DB00163,P15086,0
DB09096,Q9BQB6,0
DB15822,Q9UNI1,0
DB01079,P15291,0
DB04503,P0A884,1
DB03692,P0A921,1
DB04083,P13254,1
DB04395,Q04828,0
DB07921,P14867,0
DB13165,P41145,0
DB02452,P26393,1
DB02587,P08506,0
DB12825,P25779,0
DB08211,Q9NZK7,0
DB00863,P25021,1
DB00496,P11229,1
DB06774,P0DP25,0
DB04315,P07986,0
DB14487,P05546,1
DB01992,P61432,0
DB01118,P10827,1
DB05483,P11741,0
DB08235,P17802,0
DB12750,P08913,0
DB01254,Q16539,1
DB00129,O14561,0
DB02813,P07686,1
DB02431,P27623,1
DB05785,P05412,1
DB12008,O14757,1
DB00867,P48048,1
DB08612,P23141,1
DB00648,D6R448,0
DB03619,P52209,0
DB01694,P23677,0
DB00777,P15587,0
DB03651,P31639,0
DB03501,Q9WYT0,0
DB01567,P14867,1
DB15401,P35354,0
DB06603,P08631,0
DB04162,P61713,1
DB08502,P35368,0
DB03723,Q9HU22,1
DB04199,P0A1X2,1
DB04404,P31645,0
DB05874,P00441,1
DB00157,P04818,0
DB01567,P68400,0
DB03991,O15144,0
DB01026,P10613,1
DB07276,P45983,1
DB00903,Q9UJU2,1
DB07635,P10614,1
DB02383,P22303,0
DB03230,Q8ZKF6,1
DB00354,P04083,0
DB01633,O85465,1
DB06252,P43405,1
DB16349,Q9H244,1
DB08550,P18089,1
DB07139,P15121,1
DB06216,P08908,1
DB04174,Q16678,0
DB06147,P35462,0
DB07688,P20248,1
DB04867,P32238,1
DB01549,P14416,1
DB03667,P23219,1
DB11638,Q8IL86,1
DB00676,P22637,0
DB02379,P24300,1
DB00860,P07148,0
DB17097,P51553,1
DB08954,O68601,0
DB01411,Q7L5N7,0
DB13954,O75469,1
DB08231,P32745,0
DB03178,P05798,1
DB00218,P12461,0
DB01819,O66496,1
DB11877,P31644,1
DB03401,P28702,0
DB04209,Q92952,1
DB01624,P62316,0
DB07035,P14416,0
DB08064,P04926,0
DB14533,P61626,0
DB01878,P03372,1
DB00477,P08913,1
DB01087,P08729,1
DB14810,P35557,1
DB03576,P35348,0
DB01017,P42574,1
DB13501,P35354,1
DB11638,P46098,0
DB00458,P23975,1
DB12635,P08912,0
DB03632,Q6UWP2,0
DB03747,P15559,0
DB02120,P19571,1
DB15462,P18251,0
DB00204,P50579,0
DB15665,Q99456,0
DB03541,Q96GD4,0
DB00321,P35372,1
DB04606,Q9ZAG3,0
DB01224,P21728,1
DB01603,Q75Y35,1
DB09235,P07477,0
DB09061,Q14330,1
DB00157,P51553,1
DB14487,P47870,0
DB07638,Q92731,1
DB11903,P34972,1
DB00514,Q15822,1
DB06148,P0A3M6,0
DB07848,P01008,0
DB06044,P32722,0
DB03317,P18825,0
DB00514,P18825,0
DB03157,Q96NX5,0
DB01154,Q15842,1
DB04836,P31645,1
DB07780,P01116,1
DB09289,P41595,0
DB06148,P35367,1
DB03222,Q9NRX3,0
DB12695,P26397,0
DB03159,P28566,0
DB05998,P05412,1
DB00983,Q9UNI1,0
DB12010,P00918,0
DB08389,P17612,0
DB03624,P08172,0
DB08389,P0AD63,0
DB00157,P46098,0
DB00622,Q75Y35,0
DB04464,P22629,1
DB02726,P00512,1
DB13952,P37059,1
DB12072,Q96GD4,1
DB03401,O00764,0
DB03597,P15291,0
DB14856,P00742,0
DB04795,P31040,1
DB06290,Q91RS4,1
DB05786,P37231,0
DB03147,P55789,1
DB00477,P11509,0
DB07376,P00734,1
DB01915,Q8IKL4,0
DB04714,P9WFF7,1
DB00726,P0A9J6,0
DB00213,P53778,0
DB01388,Q08289,1
DB13953,P43681,1
DB03628,Q9WXN1,0
DB02596,P07101,0
DB03608,Q9Y2Q3,0
DB11845,Q96RI1,0
DB07297,Q9F663,0
DB06774,P04070,0
DB08235,P61158,1
DB02812,P07477,1
DB08254,P12931,0
DB12471,P06010,0
DB08454,P0AAI5,0
DB04474,P25105,0
DB12693,P0A6I0,0
DB16492,P20309,0
DB07104,P20309,0
DB09089,Q16445,0
DB08063,P19793,1
DB01911,P32396,1
DB01948,Q16539,1
DB01133,P63092,0
DB12010,P27623,0
DB03108,P9WKD7,1
DB14011,P23415,1
DB04522,P11309,1
DB00477,P21728,1
DB07284,P56817,1
DB00171,O95255,1
DB00935,P35348,1
DB03389,P98052,0
DB00499,P43681,0
DB03206,P31723,1
DB03834,P0AD68,0
DB08686,P36544,0
DB00813,P35372,1
DB05422,Q99720,1
DB04761,P45452,1
DB03957,O14757,0
DB03317,Q9RQB9,1
DB12598,P00734,1
DB02379,P04118,0
DB00142,Q9UPY5,1
DB00508,P21728,1
DB13346,P23219,1
DB07080,Q9HVJ6,0
DB14083,O52806,0
DB04821,P35368,0
DB04272,P07360,1
DB00674,P13945,0
DB00268,P20309,0
DB00835,P04054,0
DB12998,P14416,1
DB04844,P14416,1
DB01439,P41145,1
DB14530,P00167,1
DB11761,P41143,0
DB02270,Q07812,0
DB01296,P28223,0
DB03814,P23975,0
DB03477,Q837V6,0
DB13750,O60760,0
DB01873,P68366,1
DB01847,P25705,0
DB00353,P21728,1
DB00210,P17174,1
DB12203,O95749,0
DB02056,P43116,1
DB07534,P24941,1
DB00158,P31930,0
DB08707,P11309,1
DB04612,P28074,0
DB07099,P69908,0
DB08555,P53779,1
DB02822,P00326,1
DB02659,P00414,1
DB01032,P08913,0
DB19083,P28223,1
DB00185,P20309,1
DB02659,Q7L5N7,0
DB07145,P25021,0
DB08231,P15555,0
DB01254,Q9NXA8,0
DB04641,Q27743,1
DB02726,Q7ADF8,1
DB00171,P00403,0
DB03299,Q44244,1
DB02705,O00757,0
DB07126,P11802,1
DB08069,Q9Y5R2,0
DB00421,P80188,0
DB05016,P12461,0
DB02429,P21554,0
DB07590,P08912,0
DB16063,Q9UGN5,1
DB12582,P49773,0
DB00392,P35367,1
DB07778,P00156,1
DB00917,P9WMC1,0
DB01608,P04053,0
DB02873,P08908,0
DB07352,P68400,1
DB00870,P08690,0
DB09195,P31645,1
DB13981,P03372,1
DB05154,P9WPB5,1
DB02056,P43088,1
DB01142,P10153,0
DB00899,P41145,1
DB08715,P05981,0
DB07297,P06239,1
DB03639,P00742,0
DB14011,P00390,1
DB01520,P06746,0
DB01235,P35462,1
DB02721,P00326,1
DB15581,P11511,1
DB02750,P00484,0
DB08896,Q99572,0
DB00619,P14324,0
DB06461,P09038,1
DB12244,P17787,1
DB13020,P03956,1
DB07205,P03372,0
DB00744,Q15120,0
DB00797,P35348,1
DB06148,P00742,0
DB12264,P00374,0
DB06691,P35367,1
DB00157,Q02762,0
DB04462,P25025,0
DB00203,P11926,1
DB07995,P19525,1
DB09212,P28222,0
DB16335,P0AD65,1
DB12354,P23219,1
DB06460,P24530,1
DB02651,P30939,0
DB00334,P14416,1
DB02937,P23975,0
DB18011,Q92633,1
DB00727,P04278,0
DB04839,P07288,1
DB01267,P18089,1
DB06777,P01834,0
DB00713,P11509,0
DB02378,P56817,1
DB03640,P0A9E0,0
DB00554,P22303,0
DB12140,P01584,1
DB08085,P13702,0
DB01069,P20309,1
DB03147,P61497,1
DB14011,P30536,0
DB00786,P03372,0
DB14043,P24941,0
DB14995,Q88K39,0
DB06457,P35367,1
DB01645,O95718,1
DB15071,Q9HBH1,0
DB03308,P43133,1
DB04566,P20839,1
DB02456,P0A6I0,1
DB00146,P24941,0
DB03598,P00918,1
DB02854,P05093,0
DB17029,P50406,0
DB00794,P11473,0
DB04665,Q9GZT9,0
DB04855,P00451,0
DB03058,P00746,1
DB00627,P49019,1
DB03793,P14920,1
DB02110,P04350,0
DB03694,P14679,1
DB07048,P00918,1
DB07593,P08913,0
DB18782,P07858,0
DB07130,P18031,1
DB08782,P00734,0
DB00574,P28335,1
DB08309,P30049,0
DB02205,P22513,1
DB01235,Q9NZK7,0
DB00521,P00441,0
DB04105,P00325,1
DB16038,P0AD65,0
DB03619,P33517,1
DB09195,P35367,1
DB02379,Q46079,1
DB13559,P13945,1
DB08954,P35367,0
DB13025,Q8I3X4,0
DB01236,P14416,0
DB07316,P28845,1
DB04856,P46976,0
DB02709,P43403,0
DB00880,P01308,0
DB01026,P19571,0
DB02857,Q5SID9,1
DB07947,P31751,1
DB15266,P28223,0
DB03000,P46925,0
DB00142,P20309,0
DB05343,P13945,1
DB09096,P0AD65,0
DB02726,Q93LD7,0
DB07776,P11511,1
DB00246,P08908,1
DB08801,P23141,0
DB03147,P13726,0
DB03222,P06746,1
DB01805,P22303,1
DB03120,P61626,1
DB03250,O95069,0
DB08936,P24228,0
DB09285,P12528,0
DB01841,P00691,1
DB18019,P18825,0
DB08235,P61160,1
DB01882,P28223,0
DB06193,P24941,0
DB00788,P23219,1
DB13052,P00749,1
DB02010,P11229,1
DB00248,P21918,1
DB09213,P00750,1
DB03909,Q52369,0
DB02535,P00918,1
DB13948,P28223,1
DB06626,P10828,0
DB03461,Q01782,1
DB08074,P24182,1
DB00953,P28221,1
DB07412,P22303,0
DB04272,P10930,1
DB04693,Q8Z2X8,0
DB14918,Q16637,1
DB03751,P13956,0
DB04483,P49424,1
DB13530,P0AF93,0
DB08201,P06276,1
DB09040,P05162,0
DB00531,O75469,1
DB09097,P15121,0
DB02324,P04183,1
DB00924,P28223,1
DB02527,Q98GN8,1
DB00541,P68366,1
DB08172,P17612,0
DB08577,P12931,0
DB00839,Q99928,0
DB12027,P04637,0
DB02628,P00813,0
DB04350,P08912,0
DB00176,Q82ZJ0,0
DB00255,O95718,1
DB12278,P28482,0
DB00598,P35348,1
DB07364,Q00535,1
DB11521,P30556,0
DB07450,P15121,1
DB03147,P07998,0
DB03010,Q9H4B7,1
DB00945,Q16445,0
DB01601,P04054,0
DB13781,P26394,0
DB00659,P56740,0
DB00392,P11229,1
DB02181,P00797,0
DB01160,Q9PM68,0
DB09028,P32297,1
DB04380,P78508,0
DB08344,P43889,1
DB19201,P23975,0
DB13806,P23415,0
DB00392,P31751,0
DB12010,P06241,1
DB00292,P49841,0
DB01110,Q5SSJ5,0
DB01646,Q44244,1
DB04324,P26281,0
DB02255,P45452,1
DB04277,Q9NS86,0
DB00376,P23975,0
DB00571,P28222,1
DB08232,P08709,1
DB04432,P25101,0
DB09238,Q92769,0
DB15071,P24941,0
DB00185,P34903,0
DB09290,P46098,1
DB02379,P15587,1
DB01353,P43681,1
DB06429,P31639,0
DB06820,P50859,1
DB00458,P34969,1
DB12010,P48167,0
DB16305,Q9Y2Z4,0
DB00922,Q05940,0
DB14011,P04049,0
DB00986,P11229,1
DB07352,Q5G940,1
DB00774,P45452,0
DB14533,P37231,0
DB13954,P08253,0
DB09181,P00282,0
DB00496,Q02127,0
DB01969,P01375,0
DB12010,P30291,1
DB13066,P11511,1
DB00489,P08588,1
DB06414,P50750,0
DB09089,P08172,1
DB02746,P28702,1
DB02659,P10606,1
DB00831,Q9L5C8,0
DB08708,P12236,0
DB03731,P24941,0
DB04396,P21918,0
DB00157,O14561,1
DB00849,P14324,0
DB06893,Q9I5I9,1
DB03411,P9WP01,1
DB01779,Q07412,1
DB13766,Q99808,1
DB04175,P09467,1
DB02740,Q05603,0
DB14487,P02647,1
DB01442,P00918,0
DB01583,P10828,1
DB01032,P28335,0
DB00333,P35372,1
DB08542,P9WNW7,1
DB03229,O14735,0
DB04272,Q9WZ40,1
DB04315,P21980,1
DB04740,P43220,0
DB04749,P04183,0
DB11181,P11229,1
DB02326,P22894,1
DB04216,P28223,0
DB01214,P08588,1
DB02041,P28720,1
DB12694,P11086,0
DB00288,P37840,0
DB00193,P43681,0
DB02039,P07097,1
DB07797,P54219,0
DB03368,P35367,0
DB08864,Q72547,1
DB00862,P18545,1
DB08531,P24941,1
DB14013,Q13490,0
DB06435,P32238,1
DB02029,P34913,1
DB15221,P43115,0
DB00909,Q9NS85,1
DB07346,P56817,1
DB01254,P14416,0
DB01545,P04183,0
DB08882,P48169,0
DB00964,P78508,0
DB03321,P03472,1
DB00949,P03372,0
DB02038,P10724,1
DB08818,Q9Y5Y7,1
DB03017,P0A2K1,0
DB03028,P07339,1
DB00228,P0A745,0
DB08818,P06493,0
DB03606,P07477,0
DB08057,P43235,0
DB07009,Q92731,1
DB03661,P0A3M6,0
DB00395,P18507,1
DB14487,Q13093,0
DB04348,P49137,0
DB00159,Q03181,1
DB12010,P12461,0
DB02282,Q13126,1
DB02730,P19961,1
DB00157,P50579,0
DB08690,P41007,0
DB03717,P07986,1
DB08690,P0A6M2,1
DB13616,P00742,1
DB11638,Q27743,1
DB00524,P22748,0
DB00770,P43115,1
DB13876,P00807,0
DB04540,Q9Y5K3,1
DB12010,P41240,1
DB12010,P09493,0
DB14487,P21728,0
DB04890,P51511,0
DB05047,P28335,0
DB00143,P30711,1
DB02451,P48051,0
DB07953,P20309,0
DB16063,Q4U2R8,0
DB07953,P0A2K1,1
DB14487,P27169,1
DB12695,P09936,1
DB02486,P11474,0
DB02508,P22939,1
DB08479,P04818,1
DB01260,P67910,0
DB00605,O60218,1
DB02839,Q8ILE8,0
DB04533,Q05603,1
DB06943,P37058,0
DB04209,P29973,1
DB11734,P30518,1
DB01118,P08588,1
DB00599,P34903,1
DB02379,P08631,0
DB00345,Q8TCC7,1
DB07427,P69905,1
DB03604,Q9Y243,0
DB12465,P28223,1
DB03147,P20309,0
DB02578,P15555,1
DB13665,P00326,0
DB00925,P25100,1
DB08818,O15382,0
DB19193,P05093,1
DB04975,P33644,0
DB04330,P04015,1
DB08399,P36542,1
DB00568,P00734,0
DB02789,P23219,0
DB12010,P62219,0
DB00648,P10109,1
DB07778,P22695,1
DB07954,O15554,0
DB11638,P14416,0
DB02532,P0CG22,1
DB02772,Q9ZEU2,1
DB00573,Q07869,1
DB01717,P16304,1
DB08690,P0C0Y7,1
DB17042,Q02750,1
DB00463,P34903,1
DB00894,P11511,1
DB05408,P34969,0
DB07341,Q9Y243,0
DB11586,P19622,0
DB03777,Q15102,0
DB08927,P21917,0
DB00320,Q13639,1
DB12263,P49768,1
DB02301,P00469,1
DB07740,Q01581,1
DB07299,P28335,0
DB02379,P05162,1
DB06641,P20839,0
DB11994,P05181,1
DB01694,P21549,0
DB19314,P08172,0
DB09074,Q9Y6F1,1
DB12245,Q6IX08,1
DB03147,O75311,0
DB00316,Q04864,0
DB04237,P00749,0
DB11718,P53779,1
DB04315,P41091,1
DB01380,Q8WW43,0
DB08896,P41145,0
DB11638,P00558,1
DB01496,Q16445,1
DB01577,P14416,1
DB04345,P60174,0
DB01104,P41595,0
DB04880,P0AC13,0
DB04216,Q7L5N7,1
DB04371,P00918,1
DB11782,Q13490,1
DB04457,P04531,1
DB08667,P22303,0
DB07735,P56817,1
DB16877,P23219,1
DB18267,P35354,1
DB14487,P21589,0
DB07006,P12931,0
DB08126,P24941,1
DB04681,P16442,1
DB00246,P35462,1
DB00811,P12268,1
DB01199,P29395,0
DB02136,P15555,1
DB15431,P04818,0
DB00201,P07173,0
DB03865,P00918,0
DB02772,P24941,0
DB04378,P46925,1
DB04395,P0A820,1
DB07023,O85465,0
DB02733,P24941,1
DB02905,O15304,0
DB12229,P50406,1
DB00540,P00742,0
DB02077,Q01959,0
DB02669,P00800,1
DB08815,P18825,1
DB00458,P50406,1
DB08837,P0A334,1
DB00543,P08913,1
DB15458,P10614,0
DB02597,P43133,1
DB04548,P49354,0
DB04811,Q13490,0
DB07941,Q16539,1
DB00988,P09172,1
DB07178,Q9UDX3,0
DB07926,P04054,0
DB16849,P43405,1
DB09185,P25021,1
DB00715,P31645,1
DB02247,P00807,1
DB14533,P0A2K1,0
DB07767,Q9ZB17,0
DB00186,P30536,1
DB02494,P62829,1
DB12686,P06493,1
DB03476,P00749,1
DB14002,P17252,1
DB01760,Q8WX39,1
DB00376,O87949,0
DB01406,Q96P88,1
DB13066,Q93LQ9,0
DB00157,P07195,1
DB11611,P14867,0
DB11638,P67910,0
DB07875,P00742,1
DB00968,Q9H244,0
DB12010,P04547,0
DB00366,P35348,0
DB09026,P00797,1
DB01129,P10826,0
DB02496,P36871,0
DB04525,P18031,1
DB04063,P00811,0
DB03629,P00509,1
DB06777,P24941,0
DB07782,P39594,1
DB11638,P00797,0
DB14489,P02787,1
DB04829,P06746,0
DB01014,P01857,0
DB11619,O67636,0
DB12463,Q08188,0
DB04147,P26790,1
DB08754,P14679,1
DB16875,Q9Y6Y9,0
DB01197,P08253,1
DB03989,Q9Y5N1,0
DB03317,P42574,0
DB01224,P28335,1
DB00440,P10828,0
DB12010,P36897,1
DB09209,Q92731,0
DB02457,P07098,1
DB06578,P46881,0
DB03461,P40925,1
DB02674,P22629,1
DB00843,P01584,1
DB14840,P12931,0
DB04242,Q04416,1
DB00800,P28074,0
DB02552,Q9Y230,0
DB02726,Q07412,1
DB00281,P19652,1
DB13481,P09917,1
DB17166,Q07820,1
DB08550,P04350,0
DB15462,P25963,1
DB01863,O15530,1
DB08179,Q04760,1
DB02954,P0A7D4,1
DB09213,P23219,1
DB11919,P28335,0
DB15254,P04049,1
DB03991,P03472,1
DB04783,P04083,0
DB03144,P06576,0
DB01319,Q9UQB9,0
DB07535,P53611,0
DB12756,Q96GD4,1
DB06153,P15587,0
DB04400,P00439,1
DB06248,P00807,0
DB05805,Q01959,1
DB07937,Q836J0,1
DB01156,P46098,1
DB16822,P25025,1
DB12010,P45984,1
DB06229,P11474,0
DB00387,P08173,1
DB01603,P34972,0
DB02722,Q8VVD2,1
DB12048,Q01201,0
DB07859,P17612,1
DB08517,P03951,0
DB08806,P25021,1
