drugbank_id,uniprot_id,interaction
DB02857,Q09428,0
DB00477,P28223,1
DB08724,Q8NF37,0
DB03944,P63316,1
DB04881,P08183,1
DB06873,P12758,1
DB00537,P60472,0
DB00487,O00483,0
DB12278,P04054,0
DB11755,Q8NET8,1
DB11922,P25025,1
DB08266,Q8RQE9,1
DB01614,P0A8P1,0
DB00171,P42336,1
DB01831,Q64822,0
DB01987,P08913,0
DB00436,Q13621,1
DB11689,P13922,0
DB14879,Q9X6V3,1
DB14002,P28161,0
DB00783,P00918,0
DB01020,P33402,1
DB11447,Q8ZKR2,0
DB12010,Q13639,0
DB05541,P26276,0
DB13097,P00797,1
DB14011,Q08257,1
DB15186,Q9Y233,0
DB07145,P19793,0
DB06609,P00734,1
DB07800,P00742,1
DB11638,Q8IIR9,1
DB12323,P08173,0
DB12499,P10275,1
DB02134,Q3IWB0,0
DB15822,P43155,0
DB08168,P17568,0
DB00491,P08254,0
DB02093,P06744,1
DB00142,Q14833,1
DB12260,Q13255,0
DB02134,P08913,0
DB00157,P12461,0
DB00226,P12821,0
DB06209,Q9H244,1
DB04121,O60341,0
DB03030,P0AEK4,1
DB01970,P0AFI2,0
DB12010,P80192,1
DB02709,P13716,0
DB03976,P17538,1
DB04861,P17252,0
DB03305,P29474,1
DB01159,O60391,1
DB14989,P18031,0
DB03159,P07477,1
DB00814,O75469,0
DB07066,P11217,1
DB11755,P34969,0
DB00188,P20618,1
DB00308,P19838,0
DB01117,P15121,0
DB07604,O14983,1
DB11219,P03372,1
DB03569,Q59288,1
DB00564,P06820,0
DB02968,P18357,1
DB04400,P35228,1
DB06880,Q01959,0
DB00396,Q92731,1
DB04503,P11229,0
DB12511,P37231,1
DB01992,P42262,0
DB07124,P26664,0
DB04310,P0AEK4,0
DB00630,Q07869,0
DB06521,Q7RTV2,0
DB02810,P06612,0
DB03565,P10826,0
DB02613,P62917,0
DB11273,P35348,1
DB04315,Q72547,0
DB00717,P04585,0
DB08039,P54619,1
DB09273,P00734,0
DB00132,P05023,0
DB09194,P23975,0
DB12282,Q05397,1
DB12996,P21917,0
DB12010,Q9Y4K4,1
DB08864,P62593,0
DB07485,P62508,1
DB00140,P07550,0
DB12163,P00749,0
DB07292,P28222,0
DB00783,Q13639,0
DB00142,Q7LG56,0
DB11800,P08581,1
DB18767,Q9NWZ3,1
DB00537,P27487,0
DB01497,O60858,1
DB08299,P30968,0
DB07425,P29323,0
DB01694,Q5G940,0
DB02471,P09848,1
DB07289,Q16665,0
DB03247,P20831,0
DB09099,P30874,1
DB00904,P35372,1
DB13775,P08908,1
DB06841,Q13255,0
DB01136,P25100,1
DB00387,P00156,0
DB01115,Q15238,0
DB03173,P07477,1
DB15495,Q04206,1
DB03142,P02924,1
DB16834,P14920,0
DB07665,P02452,0
DB07312,Q00975,0
DB02341,P08588,0
DB12071,P28335,1
DB18464,P10275,0
DB01437,P43220,0
DB01488,P14416,0
DB00852,P60568,1
DB09225,P50406,1
DB13310,Q9UBQ6,0
DB06448,P49356,1
DB01072,P11229,0
DB12695,P27169,0
DB13943,Q12791,0
DB08437,P61313,1
DB12010,P57078,1
DB07856,P61925,1
DB16130,Q96P20,1
DB12714,Q12809,1
DB03801,O25323,1
DB08041,P28335,0
DB13080,P35462,0
DB00381,P47989,0
DB00517,P25101,0
DB01163,Q8DR59,1
DB03740,P00390,0
DB11878,P26664,1
DB08654,P11086,1
DB04147,P0C0X8,1
DB00690,P00953,0
DB15294,O60674,1
DB12420,P30536,1
DB05932,P15692,1
DB00252,P48065,0
DB01694,O07732,0
DB03088,P0CG04,1
DB07979,P22695,0
DB00755,Q9NY56,1
DB01409,P08912,1
DB15130,P05112,1
DB14948,Q92633,1
DB03012,P17787,0
DB01136,P21340,0
DB02761,P31101,1
DB01414,P02919,1
DB01017,P07949,0
DB04085,P00282,1
DB03910,P55157,0
DB06216,P28223,1
DB03207,P42345,0
DB07077,P03951,1
DB01438,P35498,1
DB11753,P30536,0
DB07730,P08100,0
DB03731,Q59288,0
DB03751,P39900,0
DB08964,P42261,0
DB09060,P21589,0
DB12010,P21917,0
DB04141,O14949,1
DB03442,P07477,0
DB02566,P04150,0
DB03403,P49137,0
DB03144,P04585,0
DB01822,Q01201,1
DB00129,O43525,0
DB15686,O14727,0
DB04233,P41595,0
DB06713,O43451,0
DB03995,O69007,1
DB00909,P00915,1
DB03760,P50579,0
DB00935,P25100,1
DB09167,P27695,0
DB00246,P20309,1
DB11864,P29274,1
DB12858,P08172,0
DB00218,P43702,1
DB07638,P03372,1
DB03147,Q99527,0
DB00996,Q9UBS5,1
DB08747,O92972,1
DB04395,Q9UGN5,0
DB13146,Q8WY07,1
DB15584,P03366,0
DB07011,P35228,1
DB03814,P52664,1
DB02988,P08235,0
DB08646,P29899,1
DB00266,P15559,1
DB12010,Q14289,1
DB00320,P08913,1
DB02813,P07686,1
DB00786,P08172,0
DB08837,Q08460,1
DB00734,P28221,1
DB02778,O00757,1
DB06781,P28223,0
DB03008,P00374,0
DB06945,P21917,0
DB00626,P14735,1
DB04005,P26663,1
DB00396,P04278,1
DB01053,P20839,0
DB03222,Q00534,0
DB00197,Q8ILK3,0
DB00252,Q13936,1
DB01241,P07944,0
DB08029,Q96P20,0
DB01221,P15259,0
DB04365,P24046,0
DB02338,Q07982,1
DB02645,P36924,1
DB12411,Q9Y271,0
DB01841,Q14697,1
DB04640,Q8P9V9,1
DB02398,P00749,1
DB00185,P22303,0
DB08088,P10275,1
DB11638,P0AD63,0
DB09101,P24462,0
DB06148,Q01959,1
DB04178,P17213,1
DB04586,O75469,0
DB07460,Q05397,1
DB03801,P07477,0
DB02340,P14867,0
DB00985,P08254,0
DB12445,P23219,1
DB01842,P07998,1
DB16331,Q00987,1
DB04724,P10275,0
DB07929,Q9Y6F1,0
DB09026,P0A2K1,0
DB03413,P15917,0
DB15673,Q9UK17,0
DB00330,P9WNL7,1
DB03796,Q01469,1
DB02311,Q9BY49,0
DB14924,Q08881,1
DB07922,P39900,1
DB00321,P25021,1
DB00768,Q99584,1
DB00528,Q06432,1
DB03773,Q13163,0
DB01412,P30542,1
DB12010,O76074,1
DB00759,P21453,0
DB00118,Q9HBK9,1
DB11638,Q8IHS5,1
DB12062,P24941,0
DB03910,P06213,0
DB14006,P36544,1
DB03389,Q8WTV0,0
DB04462,Q13464,1
DB07647,O14757,1
DB00408,P03372,0
DB01026,Q14994,1
DB15495,Q99623,1
DB08061,P00734,1
DB00608,P06239,0
DB15401,P45984,0
DB03206,P04035,0
DB04464,Q16539,0
DB00187,P08588,1
DB01256,Q05318,0
DB07741,P00734,1
DB14911,P49765,1
DB00151,Q9Y697,1
DB00734,P43119,0
DB08677,P0A884,0
DB01224,P00742,0
DB11638,P20035,1
DB08689,P31040,1
DB07080,P42262,0
DB02078,O25927,0
DB04315,Q8N142,1
DB00591,P68826,0
DB01326,Q9UNA0,0
DB03147,P11474,0
DB07242,P11309,1
DB12051,P26664,1
DB12113,P29317,0
DB12424,P21397,0
DB00827,P35354,0
DB07274,P77398,0
DB03814,P24941,0
DB01267,Q08499,0
DB04079,P08100,1
DB03147,Q96RQ9,1
DB02686,P28221,0
DB00848,P07451,0
DB01556,P31645,1
DB09074,P00749,0
DB00720,P9WIQ1,0
DB03060,P00374,1
DB01650,P00918,1
DB14065,O75469,0
DB00662,P14416,1
DB14802,P33247,0
DB00306,P31644,1
DB07590,P04083,0
DB01380,P47869,0
DB03274,P12461,1
DB09040,P50859,1
DB12562,P00183,0
DB08052,Q08210,0
DB06021,P00533,1
DB08818,Q07021,1
DB00548,P37231,0
DB00777,P06870,0
DB00157,Q7SIE2,0
DB01692,P9WHE9,1
DB15585,P41145,0
DB01073,P00813,1
DB00285,P31645,1
DB08066,P13631,0
DB07094,P26663,0
DB03213,P07477,1
DB00159,P53582,0
DB09272,P35228,0
DB01489,P07477,0
DB01103,Q15111,1
DB02437,P07288,0
DB07852,P24941,1
DB01445,P50406,1
DB02431,P35354,0
DB07857,P03372,0
DB07668,P04049,0
DB08178,P40989,0
DB09047,P11388,1
DB00841,P35348,1
DB07347,P21281,1
DB04891,P0AES2,0
DB03147,P26196,0
DB06870,P35368,0
DB03147,Q52437,1
DB17152,P11387,1
DB01114,Q01959,1
DB03996,Q99643,0
DB07050,P23280,1
DB05956,P28222,0
DB08595,Q15596,1
DB07711,P24941,0
DB00929,P34995,1
DB00332,P20586,0
DB02552,P9WFF5,1
DB12627,P19838,0
DB11718,P08908,0
DB00543,P34969,1
DB00363,P21917,1
DB04491,P00782,1
DB07892,P20248,0
DB02218,P16066,0
DB03247,P68400,0
DB11845,P34995,0
DB00565,P38606,0
DB01827,P17931,1
DB04264,P14780,0
DB07806,P10275,0
DB04001,P18031,1
DB12010,Q15375,1
DB08647,P30920,0
DB02746,P18089,0
DB07358,P35557,1
DB07871,P43235,0
DB03971,P19531,1
DB01388,P18089,0
DB01167,P14263,1
DB01021,O00329,0
DB04566,O76054,0
DB03017,P42338,0
DB04395,P09147,0
DB01972,P24941,0
DB15685,P22303,0
DB04649,Q8TD19,0
DB07373,Q46079,0
DB02725,P12821,0
DB13934,P21728,0
DB02527,O60706,0
DB12606,P04293,1
DB01717,P07477,0
DB00248,P21728,1
DB04522,P12931,0
DB08067,P00742,0
DB06887,P18031,1
DB02546,Q05603,0
DB03221,P09488,0
DB04548,Q86VZ5,0
DB03060,P30556,0
DB07931,P15813,0
DB11973,P01133,1
DB04395,Q54468,0
DB04346,Q8NFD2,0
DB00896,P04150,1
DB04114,P22303,1
DB04387,Q15878,0
DB01199,P22303,1
DB00125,Q92731,0
DB14011,Q9Y285,0
DB04404,P11797,1
DB00186,P20248,0
DB18964,P10613,0
DB03619,Q8GGK7,1
DB06333,P18031,1
DB08266,Q5SKW1,1
DB05104,P41145,1
DB07826,P06971,0
DB02659,P35348,0
DB08080,Q969V6,1
DB00132,Q07869,1
DB00953,P28222,1
DB00194,P35498,0
DB02431,P27623,1
DB04447,P28335,0
DB00157,P51659,1
DB00580,P0A915,0
DB07669,P17596,1
DB05100,P09237,1
DB08180,Q16678,0
DB07335,P28223,0
DB00263,P22188,0
DB01017,P21731,0
DB09097,P11766,0
DB08489,P00634,0
DB12443,Q9A1X4,0
DB00334,O00329,0
DB03128,O15399,0
DB03782,P00749,1
DB07608,P06276,0
DB03461,Q7Z2W7,0
DB12005,P35228,0
DB11763,Q9UM73,0
DB00568,Q9P0X4,1
DB01273,P32297,1
DB11963,P04626,1
DB16863,P02788,0
DB13051,O00329,1
DB05905,Q13639,1
DB07818,P51511,0
DB15444,P13569,1
DB00650,P30536,0
DB01165,P20831,1
DB11428,Q54527,0
DB01166,Q14432,1
DB08896,P0A3M6,0
DB08603,P15636,1
DB08636,Q51948,1
DB06436,Q14376,0
DB01099,P12461,1
DB04442,P07477,1
DB05075,P20831,0
DB01403,P35348,1
DB04846,P13945,1
DB11638,P01189,0
DB13667,P00480,0
DB00142,Q92945,0
DB08330,P07919,1
DB02930,Q7BK04,1
DB08009,P35968,1
DB04540,P83791,0
DB12010,Q00532,1
DB00313,P80404,1
DB05961,P05154,1
DB03461,P28702,0
DB04345,P62593,0
DB00157,P30519,1
DB04029,P09147,0
DB01142,P31645,1
DB04147,Q9H3N8,0
DB18252,P52209,1
DB12764,Q9NRA0,1
DB04855,Q9UK17,1
DB01203,P08588,1
DB01705,P10844,1
DB08513,P07550,0
DB04540,P04150,0
DB02022,P25052,1
DB01035,Q14524,1
DB00151,Q14520,0
DB01023,Q9UGI6,0
DB00173,P17802,1
DB02255,P08253,1
DB01354,P11802,0
DB09304,P47898,0
DB02742,P31644,0
DB08733,Q9UKQ2,1
DB03147,Q9WYT0,1
DB07186,O14965,1
DB03429,P01556,0
DB00652,P24530,0
DB09118,P42345,0
DB02761,O00764,0
DB07670,P33260,1
DB04209,P63098,0
DB12686,P10613,0
DB00477,P17405,1
DB03814,Q8IWL2,1
DB03434,P22749,1
DB00370,P54760,0
DB03017,Q13564,0
DB01331,P02919,1
DB04892,P0A2K1,0
DB02353,P49767,0
DB08052,P42338,1
DB08846,P37231,0
DB04182,O34667,1
DB07410,P08908,0
DB11288,P80075,0
DB06716,Q00653,0
DB02590,P22695,0
DB09096,P08294,1
DB12010,P08311,0
DB03461,Q6UWP2,1
DB01017,P24941,0
DB00533,P05093,0
DB05047,P42263,1
DB06137,P48058,0
DB17056,P04278,0
DB00367,Q00534,0
DB00334,P21918,1
DB03157,P12461,1
DB12010,P02919,0
DB03461,Q14432,0
DB01159,P20831,0
DB06589,P11509,0
DB04858,P43702,0
DB03961,P62619,1
DB00365,O75390,0
DB07149,O43497,0
DB04719,P68400,1
DB02379,P19571,1
DB06229,P23219,0
DB07121,P78536,1
DB14803,P01024,1
DB11651,P37231,0
DB04142,Q8III5,0
DB04832,P31645,1
DB06211,P25779,0
DB00514,P41145,1
DB04392,P68826,0
DB08399,P36542,1
DB03215,P48443,0
DB01694,P48048,0
DB08254,P37321,0
DB00157,P48448,1
DB12850,P11217,0
DB06148,P35348,1
DB16277,P24941,0
DB00368,P0A1V8,0
DB01073,P19838,0
DB07145,P08254,1
DB12230,Q06110,0
DB01873,P68363,1
DB07643,P23219,0
DB02393,P16118,1
DB12569,P35367,0
DB06229,P35367,1
DB08708,P28335,0
DB15071,P34995,1
DB04946,Q07869,0
DB00387,P08173,1
DB09093,P00749,0
DB01933,O15530,1
DB08181,P22629,1
DB14128,P12268,1
DB02491,P21802,1
DB11987,P24228,0
DB01173,P23975,1
DB12354,P23219,1
DB02999,P42262,1
DB01405,Q8NET8,0
DB03966,Q02880,1
DB00797,P25021,1
DB00726,P11229,1
DB03454,P47228,1
DB06133,P14416,0
DB08708,P11309,1
DB00589,O14965,0
DB00843,P03366,0
DB18296,P16753,0
DB06486,O14965,1
DB18736,P01584,1
DB17039,P12821,0
DB01051,P26663,0
DB04371,P00918,1
DB12803,P08588,1
DB13952,Q99527,1
DB08690,P07919,1
DB09372,P09848,0
DB00720,P12236,1
DB00755,P10276,1
DB03393,P35367,0
DB01064,P07550,1
DB00997,Q02880,1
DB02445,O43915,0
DB08896,P21802,1
DB04530,P29597,0
DB04426,P09147,0
DB02255,P08254,1
DB05399,P03366,0
DB02700,P06971,1
DB07763,P47985,1
DB03721,Q64823,1
DB01748,D6R448,0
DB02196,Q16222,1
DB00540,P35368,1
DB17097,P49841,0
DB12883,P43702,0
DB15971,P25100,1
DB01159,P41143,0
DB07676,Q15118,0
DB04817,P61927,0
DB09286,P21728,1
DB00349,P18031,0
DB00552,P39045,0
DB11273,P08588,1
DB01357,P03372,1
DB03685,Q9WZI0,1
DB07929,P28702,1
DB01174,O60674,0
DB12027,P24941,0
DB16833,Q8TD43,1
DB00695,O00555,0
DB09230,Q02641,1
DB12418,P00918,1
DB06802,P23219,1
DB08264,P0A110,1
DB03501,P31639,0
DB00604,P46098,1
DB08646,P29894,1
DB00727,P00734,0
DB08342,Q9Y5R8,1
DB03793,P52700,0
DB00126,P42262,0
DB01076,Q92769,1
DB06258,Q00613,1
DB09086,P03372,1
DB03691,P25779,1
DB08244,P52732,1
DB02153,P21728,0
DB06230,P41145,1
DB03395,P00797,1
DB01141,P40989,1
DB14086,P22748,1
DB03147,P02144,0
DB01393,P20309,0
DB01905,P00749,1
DB00458,P50406,1
DB12010,P11309,1
DB12005,Q96BI3,1
DB02828,P30874,0
DB01331,Q8DNB6,1
DB00205,P00374,1
DB01406,P29474,0
DB02010,P24941,1
DB00431,Q7SIE9,0
DB08086,P35498,0
DB02823,P21728,0
DB08765,P00918,1
DB06016,Q13639,0
DB11765,P10275,0
DB05103,P28222,0
DB12325,Q15303,1
DB00408,P19634,0
DB06949,Q5G940,1
DB02519,P80404,0
DB11638,P40925,1
DB08341,P37231,0
DB06865,P00734,1
DB11791,P08581,1
DB04855,Q01668,1
DB00849,P48169,1
DB00391,P14416,1
DB11827,P28845,0
DB01329,P02918,1
DB11155,P0DP25,0
DB00157,P10826,0
DB00924,P28221,0
DB01016,P12461,0
DB01915,P60568,0
DB01954,P50579,0
DB01497,P41143,1
DB02191,Q83QN9,1
DB15059,P24530,1
DB12664,P00734,0
DB03598,P17612,0
DB08519,P35968,1
DB02899,Q16539,0
DB18847,P23458,1
DB12008,O14757,1
DB11830,Q13547,1
DB02379,P01552,1
DB05351,P0A2K1,0
DB11765,Q56408,0
DB13953,O75469,1
DB01708,Q07869,1
DB00952,P30939,1
DB01212,P14867,0
DB01065,P05164,1
DB08118,P35354,0
DB01411,P34995,0
DB09047,Q05940,0
DB05351,P51164,1
DB00523,P10826,1
DB05785,P05412,1
DB08547,P48736,0
DB00241,Q13002,1
DB04784,P00749,0
DB03141,P11387,0
DB14723,P07384,0
DB00157,P08588,0
DB05271,P35462,1
DB00715,P00734,0
DB00659,P22303,0
DB12107,P17612,0
DB12248,Q9Y271,0
DB01221,Q99928,0
DB04637,Q9UNQ0,0
DB03017,P04936,1
DB14785,Q02763,0
DB07873,P00918,0
DB08238,P31327,0
DB00606,Q6FHJ7,1
DB04252,P0A0K8,0
DB07192,P31645,0
DB01026,P50859,1
DB01873,Q9NY65,1
DB09061,O60706,0
DB02549,P26394,1
DB01088,P07477,0
DB00862,O76074,1
DB09006,Q07869,1
DB01077,P35462,0
DB12061,P14416,1
DB07010,P53779,1
DB00274,Q9NZ42,0
DB14639,P07071,0
DB11507,Q13258,1
DB00374,P0AB80,0
DB00432,P04818,1
DB03756,P30542,0
DB04241,P16932,1
DB00320,P35354,0
DB09488,P35367,1
DB00728,Q15822,1
DB04147,Q01959,0
DB05565,P36542,0
DB03548,P06971,1
DB01861,Q13304,1
DB00573,P15555,0
DB04233,P09669,0
DB11693,P35348,0
DB02494,P17538,0
DB00519,P12821,1
DB01142,P28223,1
DB06211,P02918,1
DB01017,P15692,1
DB09229,O60840,1
DB04167,P08908,0
DB17056,P10828,0
DB00223,Q75UV1,0
DB15408,P68400,1
DB00228,Q9BY41,0
DB12327,P41143,1
DB03147,Q8XJ01,0
DB08739,P48147,1
DB03814,Q9Y468,1
DB06925,P06239,1
DB07875,P00742,1
DB07210,Q96C86,0
DB15646,P30411,1
DB00157,P32322,1
DB11650,P01857,0
DB00531,P41143,0
DB09324,P09917,0
DB04970,P08908,1
DB12010,Q05318,0
DB02976,P11229,0
DB00277,P29275,1
DB09097,P21728,1
DB02052,P24941,1
DB03485,P35368,0
DB08226,P36888,0
DB04083,Q09470,0
DB13146,P30556,0
DB07792,P11217,1
DB00273,Q86U10,0
DB00454,O15399,1
DB12465,P24941,0
DB01231,P11802,0
DB01175,P49913,0
DB00319,P21397,0
DB02772,P00326,0
DB06852,O14757,1
DB02467,P22364,1
DB15106,P35916,1
DB04530,P00813,0
DB00457,P08913,1
DB16845,P0DJD9,0
DB00747,P08173,1
DB07401,P22695,1
DB12267,Q04912,0
DB07557,P0A6I3,0
DB06345,P42262,0
DB02261,P25105,1
DB05412,P00403,1
DB13869,P03372,1
DB07811,Q16539,1
DB07087,P07173,0
DB02116,P06493,1
DB00171,P31644,0
DB04623,Q8Q3H0,1
DB04186,P11802,0
DB01956,P28223,0
DB12305,P23975,1
DB08050,P51852,1
DB15442,P20248,0
DB07041,P39086,0
DB18810,P20309,1
DB06782,P05067,1
DB03721,P01556,1
DB01445,P04183,0
DB00656,P11444,0
DB04641,Q27743,1
DB02910,P30084,1
DB06148,P41145,1
DB06148,P23975,1
DB01224,P17612,0
DB01825,P28720,1
DB01238,P37231,0
DB06218,Q9NY46,1
DB04325,P28223,1
DB08836,P12821,1
DB07972,P43166,0
DB07197,P08235,0
DB15358,P20309,0
DB04551,P0A6F3,1
DB04137,P38424,1
DB01131,Q9HBH1,1
DB02546,Q92769,1
DB12010,Q8IEM3,0
DB01133,Q05209,1
DB07947,P0A9J6,0
DB11638,O75762,0
DB03701,Q01959,1
DB06948,P03923,0
DB01024,P42338,0
DB00493,Q8TCC7,1
DB07464,P62593,1
DB15446,Q02127,1
DB04786,O60882,0
DB03199,Q06528,1
DB07250,P54760,1
DB11922,P50993,0
DB00734,Q9HU22,0
DB00334,P15121,0
DB02365,Q9LCX9,0
DB14857,P06401,0
DB04683,P08172,0
DB01861,P26393,1
DB15588,P04054,1
DB00192,Q14524,1
DB00790,Q5T1J1,0
DB09061,P15559,1
DB12278,P00533,0
DB18515,Q9LCX9,0
DB05289,P12931,0
DB00540,O00264,1
DB00180,Q14416,0
DB07671,P0AC44,1
DB12010,P11086,0
DB01375,P56524,0
DB15647,P10275,1
DB08491,P03956,1
DB01497,P20648,0
DB04121,P01857,0
DB00244,P71278,0
DB09061,P08235,0
DB04447,P00813,0
DB12769,P34969,0
DB01352,Q16445,1
DB01199,Q15822,1
DB08877,P06009,0
DB08624,P09917,0
DB03231,P28702,0
DB00648,P10275,1
DB08165,P39900,0
DB03342,P06820,0
DB01151,P07477,0
DB07952,Q8WW43,0
DB11638,P49761,0
DB06151,Q9UPY5,1
DB05295,P11473,1
DB01179,P68366,1
DB08234,P22455,0
DB04426,P11226,1
DB03979,Q16853,0
DB03103,P0A3M6,0
DB04693,P46098,0
DB01935,O60733,0
DB02433,P31930,0
DB04465,P00326,0
DB01841,P00691,1
DB03814,T1RTG8,0
DB12010,P23458,1
DB01694,Q9NWT6,1
DB08437,P42345,0
DB00370,P41145,1
DB08901,P16234,1
DB03045,P35228,0
DB02779,Q06124,1
DB05492,P41146,1
DB01430,P03366,0
DB13931,O75116,1
DB01267,P21917,1
DB00259,P07451,0
DB00463,P17612,0
DB04855,P11926,0
DB17083,P30968,1
DB01971,P11229,0
DB04154,P77173,1
DB17383,P24941,1
DB07691,Q03426,0
DB00670,P11229,1
DB01267,P34969,1
DB00337,Q08209,1
DB08604,P28221,0
DB03585,P50052,0
DB01789,P30920,1
DB03796,P10632,1
DB04147,P08100,1
DB03910,P04035,0
DB08574,P55196,1
DB02717,P00750,0
DB05171,Q9NZ42,1
DB14011,P06239,0
DB04272,P07110,0
DB01149,P28335,1
DB00670,P0AES2,0
DB00157,P40859,0
DB00151,P30301,0
DB13931,P14756,0
DB00376,P63000,0
DB00818,P47870,1
DB08681,P03366,1
DB04080,P12931,1
DB09060,Q16539,0
DB01624,P22303,0
DB11791,P11217,0
DB00430,P00807,0
DB04493,O00757,1
DB08170,P09237,1
DB02903,P00807,0
DB15010,Q00653,1
DB04769,P41595,0
DB12695,P04293,0
DB03687,P62619,1
DB01643,Q9HU22,1
DB00747,Q15303,0
DB02878,P13716,1
DB00157,O14561,1
DB08773,P03372,1
DB02709,Q02127,0
DB04315,Q7Z2Z2,1
