drugbank_id,uniprot_id,interaction
DB13262,P31350,0
DB00768,Q9Y5N1,1
DB01614,P35368,1
DB02379,P0AC38,1
DB00425,P14867,1
DB02515,Q07412,1
DB01221,P15259,0
DB01019,P08172,1
DB04948,P08913,1
DB02368,Q8P8J2,1
DB08479,P42679,0
DB03074,P28720,1
DB01241,P0A8V6,0
DB08372,O60858,0
DB02546,Q13547,1
DB00316,P14324,0
DB08689,Q99643,1
DB12400,P08908,0
DB04267,P9WP23,1
DB06288,P24941,0
DB09338,P29972,1
DB08168,P14751,0
DB03553,P00509,1
DB08027,P25774,0
DB03102,P18031,1
DB09060,P11473,0
DB13746,P35348,0
DB12518,P62593,0
DB04447,P22262,1
DB02499,P45983,0
DB01102,P13945,1
DB07591,P0AE18,1
DB04272,Q9GZU7,1
DB01852,P16442,0
DB06819,Q9X519,0
DB04139,P04183,1
DB00313,P51649,1
DB01472,P67910,0
DB00458,P50406,1
DB11940,P31350,1
DB03347,P18405,0
DB02746,P00915,0
DB00155,P21728,0
DB00484,P06008,0
DB08268,P28720,1
DB02262,P01138,0
DB07912,Q9UHY7,1
DB07380,P17538,1
DB04637,P22869,1
DB06266,P08244,0
DB07763,P00813,0
DB00668,P47869,0
DB00926,P13631,1
DB08709,P11309,1
DB13243,P20839,1
DB07018,P48544,0
DB08454,P0A433,0
DB02745,P08588,0
DB02709,P49286,1
DB07293,P20932,0
DB13154,P68400,0
DB01567,Q8N1C3,1
DB00159,P37231,1
DB07776,P11474,1
DB05501,P12931,0
DB04233,Q9HUR5,1
DB09202,P35348,1
DB08690,P07173,1
DB00996,P07550,0
DB08162,P07101,0
DB12695,O43293,0
DB03357,P11444,1
DB01036,P11229,1
DB01299,Q27738,1
DB06148,P35462,1
DB00988,P07477,0
DB05855,Q9Y5N1,0
DB08178,P15559,0
DB02616,P00813,1
DB08093,Q16539,1
DB04447,P35367,0
DB01694,Q00169,0
DB00555,P11712,0
DB08006,P0DP25,0
DB00940,P08912,1
DB00518,Q8NFW8,0
DB00125,P21397,0
DB01567,O00591,1
DB02052,Q9ULX7,0
DB08265,P28482,0
DB01007,Q16850,1
DB07925,Q9HTN2,0
DB04058,P39593,0
DB03144,P05089,1
DB04214,P00918,1
DB04462,O14757,1
DB04464,P10606,1
DB01035,Q99720,0
DB00548,Q9H8P0,1
DB03033,P08172,0
DB01205,Q9Y2T6,0
DB03556,Q9KL51,1
DB15665,Q96RJ0,1
DB00490,P35372,0
DB00915,Q16790,0
DB11937,P0A884,0
DB03711,Q8WX39,1
DB01151,P07550,1
DB01795,P11473,0
DB06983,P24941,1
DB00767,P35348,0
DB02740,P61769,1
DB02148,P07858,1
DB07303,P29274,0
DB08171,P07360,0
DB01805,P11474,0
DB07268,P45983,1
DB00182,P26394,0
DB08397,P50870,0
DB00726,P08588,1
DB00517,P08172,1
DB00656,P28335,1
DB03836,P00183,1
DB00867,P17612,0
DB01210,Q93LD7,0
DB03945,Q9Y5N1,0
DB02379,P0AEX9,1
DB08162,P04054,0
DB00909,Q8IWT1,1
DB12946,P29274,1
DB07950,P07477,0
DB08048,P80404,0
DB04224,Q07869,1
DB00951,P0A6I8,0
DB01427,P00935,0
DB09185,P28223,0
DB06787,P08173,1
DB00155,P18089,0
DB00477,Q9H4B7,0
DB04272,Q9BY32,1
DB00411,P14416,0
DB12418,Q15208,0
DB03661,Q72874,0
DB00473,P37231,0
DB14518,P11229,0
DB02637,P35270,1
DB00480,Q96SW2,1
DB00366,P35367,1
DB00945,P15085,0
DB02494,Q9UNX3,1
DB04082,P0A808,1
DB13810,P00918,0
DB02613,P29275,0
DB03248,P18825,0
DB03197,P26281,1
DB02287,P00749,1
DB03796,P10632,1
DB07552,P06009,1
DB00544,P04818,1
DB01136,P34896,0
DB03833,P08173,0
DB07428,P69905,1
DB13530,P62593,0
DB04447,P65389,1
DB07267,P31644,0
DB02899,P26790,1
DB08410,P01857,1
DB01559,P14867,1
DB04884,P35367,0
DB00753,P28223,0
DB02783,P22256,1
DB08083,P00918,1
DB04846,P18089,1
DB06678,Q99928,0
DB01727,P08200,1
DB12107,P62593,1
DB00129,P50440,1
DB07760,P13051,1
DB01231,P08172,1
DB00712,P02943,0
DB00441,P06858,0
DB03248,O66496,1
DB00805,P24941,0
DB02379,P23905,1
DB00487,P16184,0
DB02899,P41021,1
DB00257,Q8TDS4,1
DB00313,Q9UJM8,0
DB00755,Q8NFJ5,1
DB01881,P28720,0
DB08355,P24941,1
DB15293,P15121,1
DB05492,P08913,1
DB02091,P20248,1
DB00719,P07998,0
DB00491,P08254,0
DB02918,P36507,0
DB02371,P20674,0
DB03731,P05089,1
DB00575,P35243,0
DB04824,P04278,1
DB01024,P12268,1
DB12686,P06493,1
DB01015,P0AC13,1
DB00934,P14416,1
DB00411,P08173,1
DB12110,P55263,0
DB08052,P40925,0
DB07221,P07101,0
DB07476,P30989,0
DB02153,P77150,1
DB02552,P34896,0
DB00142,P16083,0
DB05969,P50613,1
DB00159,P28223,0
DB03489,P15692,0
DB08113,P08631,0
DB07551,P41595,0
DB02941,P13000,1
DB00125,P78540,1
DB01875,Q45697,1
DB07099,P30405,0
DB13665,P36897,0
DB03695,P00374,1
DB00909,P00918,1
DB07950,P63208,1
DB02546,P42330,0
DB12478,P41595,1
DB00813,P41145,1
DB09286,P28223,1
DB11345,O25608,0
DB01950,P49840,1
DB00651,Q8I3Z5,0
DB00636,P06858,1
DB06247,P62942,0
DB12695,P08670,1
DB08419,P22088,1
DB01154,Q9UNI1,0
DB01354,P24557,0
DB02091,P24941,1
DB00316,Q15185,1
DB00143,P10768,1
DB19094,P18031,0
DB08950,P18089,1
DB02379,P23904,1
DB02786,P15474,1
DB01354,P43235,0
DB02709,P11166,1
DB12418,P00915,1
DB02420,P35367,0
DB06148,P08908,1
DB08770,P51843,0
DB16205,P17787,1
DB08846,P00915,1
DB01615,P35367,1
DB02622,P18031,1
DB15293,P24289,0
DB02801,P9WPX7,1
DB01620,P30556,0
DB16770,Q07820,1
DB13665,P28223,1
DB07301,P78334,0
DB07737,P56817,1
DB03582,P11473,0
DB07996,P61925,1
DB07128,Q96KS0,0
DB00871,P07550,1
DB02725,P12995,1
DB00387,P08173,1
DB01237,P35367,1
DB03306,P12931,1
DB03814,Q01770,1
DB02052,P49841,1
DB05541,P0A733,0
DB04639,P01857,1
DB04464,P12461,0
DB00552,P39045,0
DB04530,P00797,0
DB00408,P07451,0
DB12695,P06653,0
DB00193,Q08638,0
DB00211,P35368,1
DB08839,P28223,1
DB00373,P08588,1
DB07496,P14867,0
DB00129,P01556,0
DB07708,P76045,0
DB06618,Q99720,1
DB06701,Q08638,0
DB00363,P35462,1
DB01050,P25963,0
DB02594,P13945,0
DB01709,O66496,1
DB03462,P19971,1
DB12248,P50613,0
DB13876,P21397,1
DB00502,Q05940,1
DB09217,P62913,0
DB08222,P04118,1
DB02448,P04054,1
DB13495,P00918,1
DB08281,P00915,0
DB01433,P35372,1
DB02463,P00749,1
DB02761,Q5SJI0,1
DB04272,P08172,0
DB00880,P00918,1
DB02327,Q65CX5,1
DB01956,Q70AC7,0
DB01221,P11229,1
DB00472,P32297,1
DB01075,P35367,1
DB00951,P9WNX1,1
DB01694,Q746J6,1
DB03859,P41143,0
DB02054,P24630,1
DB01766,P28223,0
DB07363,P00918,1
DB08839,P54709,0
DB09023,P08912,1
DB07803,P14060,0
DB03544,P0AF93,1
DB01571,Q9UJM8,0
DB03518,P13702,1
DB04120,P07773,1
DB00299,P04183,1
DB00350,Q8IJK8,0
DB11738,P08913,1
DB00885,P17540,0
DB04199,P0A1X3,1
DB09118,P00338,1
DB01571,P41145,1
DB04658,P06280,1
DB00142,P00282,0
DB00656,P08908,1
DB01241,Q07869,1
DB00745,P35368,1
DB00132,O95864,1
DB02546,Q05603,0
DB00311,P00918,1
DB02678,Q92731,0
DB04147,P28223,0
DB01011,O32449,0
DB00945,Q13509,0
DB09060,P37321,1
DB01393,P48443,1
DB04272,O34002,1
DB07662,P00509,0
DB02287,P07477,1
DB01156,Q46079,0
DB04799,O14957,1
DB17507,P04637,1
DB02134,P01116,0
DB00252,P29894,0
DB04464,P0C1V1,1
DB04459,Q96RJ0,0
DB01851,P0A334,1
DB00925,P00797,0
DB07951,P08588,0
DB01631,P80188,1
DB03274,P12461,1
DB03353,P48728,0
DB08440,P0ABE7,1
DB01352,Q07982,0
DB07203,P24941,1
DB12059,P08912,0
DB06218,P0ABF6,0
DB00127,P34096,0
DB12695,Q16445,0
DB09244,P08908,1
DB01011,P01556,0
DB07735,P56817,1
DB02594,P04183,1
DB04522,P78540,0
DB12450,P24182,0
DB02441,P28720,1
DB00949,P08172,0
DB07209,P37231,1
DB00128,Q13639,0
DB03796,P00709,1
DB07114,P00811,1
DB07433,Q9UNI1,1
DB00315,P30939,1
DB00725,P13702,0
DB03505,P28720,1
DB12816,P00390,0
DB07780,O95749,1
DB00143,O75715,1
DB06422,Q13639,1
DB00755,Q15722,0
DB02379,Q9BW91,1
DB04522,P48443,0
DB00173,C6S3C7,0
DB08690,P07014,1
DB04272,P38516,1
DB02709,Q86T13,1
DB01403,P21918,1
DB03342,P28222,0
DB02078,P06241,1
DB06714,Q05940,1
DB06216,P28335,1
DB01694,Q9P2W7,1
DB12695,P30418,0
DB00682,Q9BQB6,1
DB07462,Q8TDR2,0
DB12695,P23416,0
DB01154,P23258,0
DB07780,Q00534,0
DB12667,P09488,0
DB00383,P08172,1
DB01021,P14416,0
DB17299,P23280,1
DB07453,P60472,0
DB00805,Q13547,0
DB01069,P49841,0
DB00909,P23280,1
DB04464,P24311,1
DB00953,P34969,1
DB03661,P00742,0
DB18313,Q8TDS4,1
DB08685,Q3JP94,1
DB02746,P28702,1
DB03343,P0DPH7,0
DB01015,P45983,0
DB00370,Q99643,0
DB14123,P31749,0
DB04132,Q03013,1
DB05492,P28223,1
DB02379,Q57366,1
DB09009,P07355,0
DB07821,Q15102,1
DB02134,P08913,0
DB00345,P08908,0
DB00960,P08588,1
DB12278,P00918,0
DB08846,P48048,0
DB00127,Q9ULX7,1
DB03851,P15090,1
DB02134,P0A9M5,1
DB01971,P04746,0
DB04233,P0AB71,0
DB06027,Q16637,0
DB01235,P35462,1
DB01097,P28223,0
DB09273,P07550,1
DB04747,P41143,0
DB02915,P24941,1
DB00308,Q9H3N8,0
DB04252,P05020,1
DB04846,P13945,1
DB07210,P35218,0
DB02571,Q88K39,1
DB01906,P56740,1
DB03368,P08254,1
DB03662,P00509,1
DB00869,P49913,0
DB06477,P28223,0
DB02709,P13716,0
DB01956,P34903,0
DB04519,P0ADA1,1
DB00543,P41595,1
DB07763,Q9UDW1,1
DB06968,P00282,1
DB01099,P14416,0
DB07863,P19793,1
DB02119,P35348,0
DB06148,Q3JUV5,0
DB00909,Q16790,1
DB00514,P17787,1
DB00502,P07451,0
DB08454,Q96NX5,0
DB04147,P0C0X8,1
DB00986,P37551,0
DB04429,P04278,1
DB08653,P28223,1
DB11738,P18825,1
DB07873,P14324,1
DB04462,P18089,0
DB05738,P11229,0
DB08231,P63098,1
DB00297,P34995,1
DB00313,Q03181,1
DB01043,P14867,1
DB12695,Q14376,0
DB15492,O60656,0
DB08114,P17612,1
DB01354,P52700,0
DB07884,P68133,0
DB01136,P07550,1
DB03408,P48637,1
DB07440,P32246,0
DB03661,P43522,1
DB04326,P80404,0
DB01231,P21397,0
DB00720,P14867,0
DB00628,Q0S9X1,0
DB00454,P28335,0
DB00241,P02753,0
DB04216,P08631,1
DB12819,Q8WW43,1
DB03912,P00742,0
DB08604,P24941,0
DB00409,Q99720,1
DB00480,P01375,1
DB02556,P06850,1
DB01195,Q05940,0
DB07730,P18031,1
DB08231,P41235,1
DB07918,P28223,0
DB01567,P24046,1
DB06148,P49768,0
DB09242,P0AC13,0
DB05103,P68363,0
DB01672,P40871,1
DB00502,P35462,1
DB00143,O00244,0
DB07657,P04054,1
DB00777,P06870,0
DB11823,P49841,0
DB00132,P41143,0
DB01645,Q99527,1
DB08649,P84888,1
DB01239,P35367,1
DB03127,P06986,0
DB00629,P08684,0
DB12695,P61978,1
DB01019,P08912,1
DB02974,P52700,0
DB08337,O43570,0
DB01407,P45983,0
DB03445,Q8TDU6,0
DB01273,Q15825,1
DB00698,Q9KWT6,0
DB07004,P04271,1
DB01354,P11802,0
DB03433,P31350,0
DB03661,Q9X0G9,1
DB08511,P28720,1
DB00186,P30536,1
DB00148,Q96G91,0
DB04538,O66145,1
DB03389,Q7SIE2,1
DB00726,P14061,0
DB07635,P10614,1
DB07553,Q9BY41,1
DB07371,P15085,0
DB01364,P25101,0
DB02501,P76216,1
DB01224,P21918,1
DB02974,P20813,1
DB00909,P14416,0
DB03801,P41143,0
DB00128,P43005,1
DB02494,P55769,1
DB02379,P51956,0
DB03851,Q01469,1
DB00280,P0A789,0
DB08848,P31992,0
DB09060,Q92731,0
DB03967,P37001,1
DB00909,Q99623,0
DB06119,P22830,0
DB02594,Q8RLY5,0
DB07477,O00204,0
DB08555,P01768,0
DB03945,Q96BH3,1
DB07735,Q5NUL3,0
DB01043,O95718,0
DB00475,P14867,1
DB03601,P11511,1
DB03096,P07339,1
DB01393,P19793,1
DB00726,P21728,1
DB02546,O67135,1
DB01194,P07451,1
DB08694,P11086,0
DB03389,P37231,0
DB01217,P11511,1
DB08723,P00797,0
DB02377,Q9X1T2,1
DB01355,P36544,1
DB04213,P41145,0
DB00914,Q9Y478,1
DB12695,P03886,1
DB08148,P61925,1
DB02762,P12931,1
DB04304,O33199,0
DB00610,O43704,0
DB09244,P21397,1
DB05284,P07437,1
DB07780,P37268,1
DB12357,P0A6R0,0
DB07835,P30542,0
DB08573,P00811,1
DB02508,P47869,0
DB12110,P36578,0
